L1,L2,L3,totalComb,max2Opak,max3Opak,2/total,3/total
10,14,12,1680,108,1680,6.429%,100.0%
10,14,13,1820,116,1820,6.374%,100.0%
10,14,14,1960,124,1960,6.327%,100.0%
10,14,15,2100,132,2100,6.286%,100.0%
10,15,2,300,20,300,6.667%,100.0%
10,15,3,450,30,450,6.667%,100.0%
10,15,4,600,40,600,6.667%,100.0%
10,15,5,750,50,750,6.667%,100.0%
10,15,6,900,60,900,6.667%,100.0%
10,15,7,1050,69,1050,6.571%,100.0%
10,15,8,1200,78,1200,6.5%,100.0%
10,15,9,1350,87,1350,6.444%,100.0%
10,15,10,1500,96,1500,6.4%,100.0%
10,15,11,1650,105,1650,6.364%,100.0%
10,15,12,1800,114,1800,6.333%,100.0%
10,15,13,1950,123,1950,6.308%,100.0%
10,15,14,2100,132,2100,6.286%,100.0%
10,15,15,2250,141,2250,6.267%,100.0%
11,2,2,44,4,44,9.091%,100.0%
11,2,3,66,6,66,9.091%,100.0%
11,2,4,88,8,88,9.091%,100.0%
11,2,5,110,10,110,9.091%,100.0%
11,2,6,132,12,132,9.091%,100.0%
11,2,7,154,14,154,9.091%,100.0%
11,2,8,176,16,176,9.091%,100.0%
11,2,9,198,18,198,9.091%,100.0%
11,2,10,220,20,220,9.091%,100.0%
11,2,11,242,21,242,8.678%,100.0%
11,2,12,264,22,264,8.333%,100.0%
11,2,13,286,22,286,7.692%,100.0%
11,2,14,308,22,308,7.143%,100.0%
11,2,15,330,22,330,6.667%,100.0%
11,3,2,66,6,66,9.091%,100.0%
11,3,3,99,9,99,9.091%,100.0%
11,3,4,132,12,132,9.091%,100.0%
11,3,5,165,15,165,9.091%,100.0%
11,3,6,198,18,198,9.091%,100.0%
11,3,7,231,21,231,9.091%,100.0%
11,3,8,264,24,264,9.091%,100.0%
11,3,9,297,27,297,9.091%,100.0%
11,3,10,330,29,330,8.788%,100.0%
11,3,11,363,31,363,8.54%,100.0%
11,3,12,396,33,396,8.333%,100.0%
11,3,13,429,33,429,7.692%,100.0%
11,3,14,462,33,462,7.143%,100.0%
11,3,15,495,33,495,6.667%,100.0%
11,4,2,88,8,88,9.091%,100.0%
11,4,3,132,12,132,9.091%,100.0%
11,4,4,176,16,176,9.091%,100.0%
11,4,5,220,20,220,9.091%,100.0%
11,4,6,264,24,264,9.091%,100.0%
11,4,7,308,28,308,9.091%,100.0%
11,4,8,352,32,352,9.091%,100.0%
11,4,9,396,35,396,8.838%,100.0%
11,4,10,440,38,440,8.636%,100.0%
11,4,11,484,41,484,8.471%,100.0%
11,4,12,528,44,528,8.333%,100.0%
11,4,13,572,44,572,7.692%,100.0%
11,4,14,616,44,616,7.143%,100.0%
11,4,15,660,44,660,6.667%,100.0%
11,5,2,110,10,110,9.091%,100.0%
11,5,3,165,15,165,9.091%,100.0%
11,5,4,220,20,220,9.091%,100.0%
11,5,5,275,25,275,9.091%,100.0%
11,5,6,330,30,330,9.091%,100.0%
11,5,7,385,35,385,9.091%,100.0%
11,5,8,440,40,440,9.091%,100.0%
11,5,9,495,43,495,8.687%,100.0%
11,5,10,550,46,550,8.364%,100.0%
11,5,11,605,49,605,8.099%,100.0%
11,5,12,660,52,660,7.879%,100.0%
11,5,13,715,53,715,7.413%,100.0%
11,5,14,770,54,770,7.013%,100.0%
11,5,15,825,55,825,6.667%,100.0%
11,6,2,132,12,132,9.091%,100.0%
11,6,3,198,18,198,9.091%,100.0%
11,6,4,264,24,264,9.091%,100.0%
11,6,5,330,30,330,9.091%,100.0%
11,6,6,396,36,396,9.091%,100.0%
11,6,7,462,42,462,9.091%,100.0%
11,6,8,528,48,528,9.091%,100.0%
11,6,9,594,51,594,8.586%,100.0%
11,6,10,660,54,660,8.182%,100.0%
11,6,11,726,57,726,7.851%,100.0%
11,6,12,792,60,792,7.576%,100.0%
11,6,13,858,62,858,7.226%,100.0%
11,6,14,924,64,924,6.926%,100.0%
11,6,15,990,65,990,6.566%,100.0%
11,7,2,154,14,154,9.091%,100.0%
11,7,3,231,21,231,9.091%,100.0%
11,7,4,308,28,308,9.091%,100.0%
11,7,5,385,35,385,9.091%,100.0%
11,7,6,462,42,462,9.091%,100.0%
11,7,7,539,49,539,9.091%,100.0%
11,7,8,616,56,616,9.091%,100.0%
11,7,9,693,59,693,8.514%,100.0%
11,7,10,770,62,770,8.052%,100.0%
11,7,11,847,65,847,7.674%,100.0%
11,7,12,924,68,924,7.359%,100.0%
11,7,13,1001,71,1001,7.093%,100.0%
11,7,14,1078,73,1078,6.772%,100.0%
11,7,15,1155,75,1155,6.494%,100.0%
11,8,2,176,16,176,9.091%,100.0%
11,8,3,264,24,264,9.091%,100.0%
11,8,4,352,32,352,9.091%,100.0%
11,8,5,440,40,440,9.091%,100.0%
11,8,6,528,48,528,9.091%,100.0%
11,8,7,616,56,616,9.091%,100.0%
11,8,8,704,64,704,9.091%,100.0%
11,8,9,792,67,792,8.46%,100.0%
11,8,10,880,70,880,7.955%,100.0%
11,8,11,968,73,968,7.541%,100.0%
11,8,12,1056,76,1056,7.197%,100.0%
11,8,13,1144,79,1144,6.906%,100.0%
11,8,14,1232,82,1232,6.656%,100.0%
11,8,15,1320,85,1320,6.439%,100.0%
11,9,2,198,18,198,9.091%,100.0%
11,9,3,297,27,297,9.091%,100.0%
11,9,4,396,35,396,8.838%,100.0%
11,9,5,495,43,495,8.687%,100.0%
11,9,6,594,51,594,8.586%,100.0%
11,9,7,693,59,693,8.514%,100.0%
11,9,8,792,67,792,8.46%,100.0%
11,9,9,891,71,891,7.969%,100.0%
11,9,10,990,75,990,7.576%,100.0%
11,9,11,1089,79,1089,7.254%,100.0%
11,9,12,1188,83,1188,6.987%,100.0%
11,9,13,1287,87,1287,6.76%,100.0%
11,9,14,1386,91,1386,6.566%,100.0%
11,9,15,1485,95,1485,6.397%,100.0%
11,10,2,220,20,220,9.091%,100.0%
11,10,3,330,29,330,8.788%,100.0%
11,10,4,440,38,440,8.636%,100.0%
11,10,5,550,46,550,8.364%,100.0%
11,10,6,660,54,660,8.182%,100.0%
11,10,7,770,62,770,8.052%,100.0%
11,10,8,880,70,880,7.955%,100.0%
11,10,9,990,75,990,7.576%,100.0%
11,10,10,1100,80,1100,7.273%,100.0%
11,10,11,1210,85,1210,7.025%,100.0%
11,10,12,1320,90,1320,6.818%,100.0%
11,10,13,1430,95,1430,6.643%,100.0%
11,10,14,1540,100,1540,6.494%,100.0%
11,10,15,1650,105,1650,6.364%,100.0%
11,11,2,242,21,242,8.678%,100.0%
11,11,3,363,31,363,8.54%,100.0%
11,11,4,484,41,484,8.471%,100.0%
11,11,5,605,49,605,8.099%,100.0%
11,11,6,726,57,726,7.851%,100.0%
11,11,7,847,65,847,7.674%,100.0%
11,11,8,968,73,968,7.541%,100.0%
11,11,9,1089,79,1089,7.254%,100.0%
11,11,10,1210,85,1210,7.025%,100.0%
11,11,11,1331,91,1331,6.837%,100.0%
11,11,12,1452,97,1452,6.68%,100.0%
11,11,13,1573,103,1573,6.548%,100.0%
11,11,14,1694,109,1694,6.434%,100.0%
11,11,15,1815,115,1815,6.336%,100.0%
11,12,2,264,22,264,8.333%,100.0%
11,12,3,396,33,396,8.333%,100.0%
11,12,4,528,44,528,8.333%,100.0%
11,12,5,660,52,660,7.879%,100.0%
11,12,6,792,60,792,7.576%,100.0%
11,12,7,924,68,924,7.359%,100.0%
11,12,8,1056,76,1056,7.197%,100.0%
11,12,9,1188,83,1188,6.987%,100.0%
11,12,10,1320,90,1320,6.818%,100.0%
11,12,11,1452,97,1452,6.68%,100.0%
11,12,12,1584,104,1584,6.566%,100.0%
11,12,13,1716,111,1716,6.469%,100.0%
11,12,14,1848,118,1848,6.385%,100.0%
11,12,15,1980,125,1980,6.313%,100.0%
11,13,2,286,22,286,7.692%,100.0%
11,13,3,429,33,429,7.692%,100.0%
11,13,4,572,44,572,7.692%,100.0%
11,13,5,715,53,715,7.413%,100.0%
11,13,6,858,62,858,7.226%,100.0%
11,13,7,1001,71,1001,7.093%,100.0%
11,13,8,1144,79,1144,6.906%,100.0%
11,13,9,1287,87,1287,6.76%,100.0%
11,13,10,1430,95,1430,6.643%,100.0%
11,13,11,1573,103,1573,6.548%,100.0%
11,13,12,1716,111,1716,6.469%,100.0%
11,13,13,1859,119,1859,6.401%,100.0%
11,13,14,2002,127,2002,6.344%,100.0%
11,13,15,2145,135,2145,6.294%,100.0%
11,14,2,308,22,308,7.143%,100.0%
11,14,3,462,33,462,7.143%,100.0%
11,14,4,616,44,616,7.143%,100.0%
11,14,5,770,54,770,7.013%,100.0%
11,14,6,924,64,924,6.926%,100.0%
11,14,7,1078,73,1078,6.772%,100.0%
11,14,8,1232,82,1232,6.656%,100.0%
11,14,9,1386,91,1386,6.566%,100.0%
11,14,10,1540,100,1540,6.494%,100.0%
11,14,11,1694,109,1694,6.434%,100.0%
11,14,12,1848,118,1848,6.385%,100.0%
11,14,13,2002,127,2002,6.344%,100.0%
11,14,14,2156,136,2156,6.308%,100.0%
11,14,15,2310,145,2310,6.277%,100.0%
11,15,2,330,22,330,6.667%,100.0%
11,15,3,495,33,495,6.667%,100.0%
11,15,4,660,44,660,6.667%,100.0%
11,15,5,825,55,825,6.667%,100.0%
11,15,6,990,65,990,6.566%,100.0%
11,15,7,1155,75,1155,6.494%,100.0%
11,15,8,1320,85,1320,6.439%,100.0%
11,15,9,1485,95,1485,6.397%,100.0%
11,15,10,1650,105,1650,6.364%,100.0%
11,15,11,1815,115,1815,6.336%,100.0%
11,15,12,1980,125,1980,6.313%,100.0%
11,15,13,2145,135,2145,6.294%,100.0%
11,15,14,2310,145,2310,6.277%,100.0%
11,15,15,2475,155,2475,6.263%,100.0%
12,2,2,48,4,48,8.333%,100.0%
12,2,3,72,6,72,8.333%,100.0%
12,2,4,96,8,96,8.333%,100.0%
12,2,5,120,10,120,8.333%,100.0%
12,2,6,144,12,144,8.333%,100.0%
12,2,7,168,14,168,8.333%,100.0%
12,2,8,192,16,192,8.333%,100.0%
12,2,9,216,18,216,8.333%,100.0%
12,2,10,240,20,240,8.333%,100.0%
12,2,11,264,22,264,8.333%,100.0%
12,2,12,288,24,288,8.333%,100.0%
12,2,13,312,24,312,7.692%,100.0%
12,2,14,336,24,336,7.143%,100.0%
12,2,15,360,24,360,6.667%,100.0%
12,3,2,72,6,72,8.333%,100.0%
12,3,3,108,9,108,8.333%,100.0%
12,3,4,144,12,144,8.333%,100.0%
12,3,5,180,15,180,8.333%,100.0%
12,3,6,216,18,216,8.333%,100.0%
12,3,7,252,21,252,8.333%,100.0%
12,3,8,288,24,288,8.333%,100.0%
12,3,9,324,27,324,8.333%,100.0%
12,3,10,360,30,360,8.333%,100.0%
12,3,11,396,33,396,8.333%,100.0%
12,3,12,432,36,432,8.333%,100.0%
12,3,13,468,36,468,7.692%,100.0%
12,3,14,504,36,504,7.143%,100.0%
12,3,15,540,36,540,6.667%,100.0%
12,4,2,96,8,96,8.333%,100.0%
12,4,3,144,12,144,8.333%,100.0%
12,4,4,192,16,192,8.333%,100.0%
12,4,5,240,20,240,8.333%,100.0%
12,4,6,288,24,288,8.333%,100.0%
12,4,7,336,28,336,8.333%,100.0%
12,4,8,384,32,384,8.333%,100.0%
12,4,9,432,36,432,8.333%,100.0%
12,4,10,480,40,480,8.333%,100.0%
12,4,11,528,44,528,8.333%,100.0%
12,4,12,576,48,576,8.333%,100.0%
12,4,13,624,48,624,7.692%,100.0%
12,4,14,672,48,672,7.143%,100.0%
12,4,15,720,48,720,6.667%,100.0%
12,5,2,120,10,120,8.333%,100.0%
12,5,3,180,15,180,8.333%,100.0%
12,5,4,240,20,240,8.333%,100.0%
12,5,5,300,25,300,8.333%,100.0%
12,5,6,360,30,360,8.333%,100.0%
12,5,7,420,35,420,8.333%,100.0%
12,5,8,480,40,480,8.333%,100.0%
12,5,9,540,44,540,8.148%,100.0%
12,5,10,600,48,600,8.0%,100.0%
12,5,11,660,52,660,7.879%,100.0%
12,5,12,720,56,720,7.778%,100.0%
12,5,13,780,57,780,7.308%,100.0%
12,5,14,840,58,840,6.905%,100.0%
12,5,15,900,59,900,6.556%,100.0%
12,6,2,144,12,144,8.333%,100.0%
12,6,3,216,18,216,8.333%,100.0%
12,6,4,288,24,288,8.333%,100.0%
12,6,5,360,30,360,8.333%,100.0%
12,6,6,432,36,432,8.333%,100.0%
12,6,7,504,42,504,8.333%,100.0%
12,6,8,576,48,576,8.333%,100.0%
12,6,9,648,52,648,8.025%,100.0%
12,6,10,720,56,720,7.778%,100.0%
12,6,11,792,60,792,7.576%,100.0%
12,6,12,864,64,864,7.407%,100.0%
12,6,13,936,66,936,7.051%,100.0%
12,6,14,1008,68,1008,6.746%,100.0%
12,6,15,1080,70,1080,6.481%,100.0%
12,7,2,168,14,168,8.333%,100.0%
12,7,3,252,21,252,8.333%,100.0%
12,7,4,336,28,336,8.333%,100.0%
12,7,5,420,35,420,8.333%,100.0%
12,7,6,504,42,504,8.333%,100.0%
12,7,7,588,49,588,8.333%,100.0%
12,7,8,672,56,672,8.333%,100.0%
12,7,9,756,60,756,7.937%,100.0%
12,7,10,840,64,840,7.619%,100.0%
12,7,11,924,68,924,7.359%,100.0%
12,7,12,1008,72,1008,7.143%,100.0%
12,7,13,1092,75,1092,6.868%,100.0%
12,7,14,1176,78,1176,6.633%,100.0%
12,7,15,1260,81,1260,6.429%,100.0%
12,8,2,192,16,192,8.333%,100.0%
12,8,3,288,24,288,8.333%,100.0%
12,8,4,384,32,384,8.333%,100.0%
12,8,5,480,40,480,8.333%,100.0%
12,8,6,576,48,576,8.333%,100.0%
12,8,7,672,56,672,8.333%,100.0%
12,8,8,768,64,768,8.333%,100.0%
12,8,9,864,68,864,7.87%,100.0%
12,8,10,960,72,960,7.5%,100.0%
12,8,11,1056,76,1056,7.197%,100.0%
12,8,12,1152,80,1152,6.944%,100.0%
12,8,13,1248,84,1248,6.731%,100.0%
12,8,14,1344,88,1344,6.548%,100.0%
12,8,15,1440,92,1440,6.389%,100.0%
12,9,2,216,18,216,8.333%,100.0%
12,9,3,324,27,324,8.333%,100.0%
12,9,4,432,36,432,8.333%,100.0%
12,9,5,540,44,540,8.148%,100.0%
12,9,6,648,52,648,8.025%,100.0%
12,9,7,756,60,756,7.937%,100.0%
12,9,8,864,68,864,7.87%,100.0%
12,9,9,972,73,972,7.51%,100.0%
12,9,10,1080,78,1080,7.222%,100.0%
12,9,11,1188,83,1188,6.987%,100.0%
12,9,12,1296,88,1296,6.79%,100.0%
12,9,13,1404,93,1404,6.624%,100.0%
12,9,14,1512,98,1512,6.481%,100.0%
12,9,15,1620,103,1620,6.358%,100.0%
12,10,2,240,20,240,8.333%,100.0%
12,10,3,360,30,360,8.333%,100.0%
12,10,4,480,40,480,8.333%,100.0%
12,10,5,600,48,600,8.0%,100.0%
12,10,6,720,56,720,7.778%,100.0%
12,10,7,840,64,840,7.619%,100.0%
12,10,8,960,72,960,7.5%,100.0%
12,10,9,1080,78,1080,7.222%,100.0%
12,10,10,1200,84,1200,7.0%,100.0%
12,10,11,1320,90,1320,6.818%,100.0%
12,10,12,1440,96,1440,6.667%,100.0%
12,10,13,1560,102,1560,6.538%,100.0%
12,10,14,1680,108,1680,6.429%,100.0%
12,10,15,1800,114,1800,6.333%,100.0%
12,11,2,264,22,264,8.333%,100.0%
12,11,3,396,33,396,8.333%,100.0%
12,11,4,528,44,528,8.333%,100.0%
12,11,5,660,52,660,7.879%,100.0%
12,11,6,792,60,792,7.576%,100.0%
12,11,7,924,68,924,7.359%,100.0%
12,11,8,1056,76,1056,7.197%,100.0%
12,11,9,1188,83,1188,6.987%,100.0%
12,11,10,1320,90,1320,6.818%,100.0%
12,11,11,1452,97,1452,6.68%,100.0%
12,11,12,1584,104,1584,6.566%,100.0%
12,11,13,1716,111,1716,6.469%,100.0%
12,11,14,1848,118,1848,6.385%,100.0%
12,11,15,1980,125,1980,6.313%,100.0%
12,12,2,288,24,288,8.333%,100.0%
12,12,3,432,36,432,8.333%,100.0%
12,12,4,576,48,576,8.333%,100.0%
12,12,5,720,56,720,7.778%,100.0%
12,12,6,864,64,864,7.407%,100.0%
12,12,7,1008,72,1008,7.143%,100.0%
12,12,8,1152,80,1152,6.944%,100.0%
12,12,9,1296,88,1296,6.79%,100.0%
12,12,10,1440,96,1440,6.667%,100.0%
12,12,11,1584,104,1584,6.566%,100.0%
12,12,12,1728,112,1728,6.481%,100.0%
12,12,13,1872,120,1872,6.41%,100.0%
12,12,14,2016,128,2016,6.349%,100.0%
12,12,15,2160,136,2160,6.296%,100.0%
12,13,2,312,24,312,7.692%,100.0%
12,13,3,468,36,468,7.692%,100.0%
12,13,4,624,48,624,7.692%,100.0%
12,13,5,780,57,780,7.308%,100.0%
12,13,6,936,66,936,7.051%,100.0%
12,13,7,1092,75,1092,6.868%,100.0%
12,13,8,1248,84,1248,6.731%,100.0%
12,13,9,1404,93,1404,6.624%,100.0%
12,13,10,1560,102,1560,6.538%,100.0%
12,13,11,1716,111,1716,6.469%,100.0%
12,13,12,1872,120,1872,6.41%,100.0%
12,13,13,2028,129,2028,6.361%,100.0%
12,13,14,2184,138,2184,6.319%,100.0%
12,13,15,2340,147,2340,6.282%,100.0%
12,14,2,336,24,336,7.143%,100.0%
12,14,3,504,36,504,7.143%,100.0%
12,14,4,672,48,672,7.143%,100.0%
12,14,5,840,58,840,6.905%,100.0%
12,14,6,1008,68,1008,6.746%,100.0%
12,14,7,1176,78,1176,6.633%,100.0%
12,14,8,1344,88,1344,6.548%,100.0%
12,14,9,1512,98,1512,6.481%,100.0%
12,14,10,1680,108,1680,6.429%,100.0%
12,14,11,1848,118,1848,6.385%,100.0%
12,14,12,2016,128,2016,6.349%,100.0%
12,14,13,2184,138,2184,6.319%,100.0%
12,14,14,2352,148,2352,6.293%,100.0%
12,14,15,2520,158,2520,6.27%,100.0%
12,15,2,360,24,360,6.667%,100.0%
12,15,3,540,36,540,6.667%,100.0%
12,15,4,720,48,720,6.667%,100.0%
12,15,5,900,59,900,6.556%,100.0%
12,15,6,1080,70,1080,6.481%,100.0%
12,15,7,1260,81,1260,6.429%,100.0%
12,15,8,1440,92,1440,6.389%,100.0%
12,15,9,1620,103,1620,6.358%,100.0%
12,15,10,1800,114,1800,6.333%,100.0%
12,15,11,1980,125,1980,6.313%,100.0%
12,15,12,2160,136,2160,6.296%,100.0%
12,15,13,2340,147,2340,6.282%,100.0%
12,15,14,2520,158,2520,6.27%,100.0%
12,15,15,2700,169,2700,6.259%,100.0%
13,2,2,52,4,52,7.692%,100.0%
13,2,3,78,6,78,7.692%,100.0%
13,2,4,104,8,104,7.692%,100.0%
13,2,5,130,10,130,7.692%,100.0%
13,2,6,156,12,156,7.692%,100.0%
13,2,7,182,14,182,7.692%,100.0%
13,2,8,208,16,208,7.692%,100.0%
13,2,9,234,18,234,7.692%,100.0%
13,2,10,260,20,260,7.692%,100.0%
13,2,11,286,22,286,7.692%,100.0%
13,2,12,312,24,312,7.692%,100.0%
13,2,13,338,25,338,7.396%,100.0%
13,2,14,364,26,364,7.143%,100.0%
13,2,15,390,26,390,6.667%,100.0%
13,3,2,78,6,78,7.692%,100.0%
13,3,3,117,9,117,7.692%,100.0%
13,3,4,156,12,156,7.692%,100.0%
13,3,5,195,15,195,7.692%,100.0%
13,3,6,234,18,234,7.692%,100.0%
13,3,7,273,21,273,7.692%,100.0%
13,3,8,312,24,312,7.692%,100.0%
13,3,9,351,27,351,7.692%,100.0%
13,3,10,390,30,390,7.692%,100.0%
13,3,11,429,33,429,7.692%,100.0%
13,3,12,468,36,468,7.692%,100.0%
13,3,13,507,37,507,7.298%,100.0%
13,3,14,546,38,546,6.96%,100.0%
13,3,15,585,39,585,6.667%,100.0%
13,4,2,104,8,104,7.692%,100.0%
13,4,3,156,12,156,7.692%,100.0%
13,4,4,208,16,208,7.692%,100.0%
13,4,5,260,20,260,7.692%,100.0%
13,4,6,312,24,312,7.692%,100.0%
13,4,7,364,28,364,7.692%,100.0%
13,4,8,416,32,416,7.692%,100.0%
13,4,9,468,36,468,7.692%,100.0%
13,4,10,520,40,520,7.692%,100.0%
13,4,11,572,44,572,7.692%,100.0%
13,4,12,624,48,624,7.692%,100.0%
13,4,13,676,49,676,7.249%,100.0%
13,4,14,728,50,728,6.868%,100.0%
13,4,15,780,51,780,6.538%,100.0%
13,5,2,130,10,130,7.692%,100.0%
13,5,3,195,15,195,7.692%,100.0%
13,5,4,260,20,260,7.692%,100.0%
13,5,5,325,25,325,7.692%,100.0%
13,5,6,390,30,390,7.692%,100.0%
13,5,7,455,35,455,7.692%,100.0%
13,5,8,520,40,520,7.692%,100.0%
13,5,9,585,45,585,7.692%,100.0%
13,5,10,650,49,650,7.538%,100.0%
13,5,11,715,53,715,7.413%,100.0%
13,5,12,780,57,780,7.308%,100.0%
13,5,13,845,59,845,6.982%,100.0%
13,5,14,910,61,910,6.703%,100.0%
13,5,15,975,63,975,6.462%,100.0%
13,6,2,156,12,156,7.692%,100.0%
13,6,3,234,18,234,7.692%,100.0%
13,6,4,312,24,312,7.692%,100.0%
13,6,5,390,30,390,7.692%,100.0%
13,6,6,468,36,468,7.692%,100.0%
13,6,7,546,42,546,7.692%,100.0%
13,6,8,624,48,624,7.692%,100.0%
13,6,9,702,53,702,7.55%,100.0%
13,6,10,780,58,780,7.436%,100.0%
13,6,11,858,62,858,7.226%,100.0%
13,6,12,936,66,936,7.051%,100.0%
13,6,13,1014,69,1014,6.805%,100.0%
13,6,14,1092,72,1092,6.593%,100.0%
13,6,15,1170,75,1170,6.41%,100.0%
13,7,2,182,14,182,7.692%,100.0%
13,7,3,273,21,273,7.692%,100.0%
13,7,4,364,28,364,7.692%,100.0%
13,7,5,455,35,455,7.692%,100.0%
13,7,6,546,42,546,7.692%,100.0%
13,7,7,637,49,637,7.692%,100.0%
13,7,8,728,56,728,7.692%,100.0%
13,7,9,819,61,819,7.448%,100.0%
13,7,10,910,66,910,7.253%,100.0%
13,7,11,1001,71,1001,7.093%,100.0%
13,7,12,1092,75,1092,6.868%,100.0%
13,7,13,1183,79,1183,6.678%,100.0%
13,7,14,1274,83,1274,6.515%,100.0%
13,7,15,1365,87,1365,6.374%,100.0%
13,8,2,208,16,208,7.692%,100.0%
13,8,3,312,24,312,7.692%,100.0%
13,8,4,416,32,416,7.692%,100.0%
13,8,5,520,40,520,7.692%,100.0%
13,8,6,624,48,624,7.692%,100.0%
13,8,7,728,56,728,7.692%,100.0%
13,8,8,832,64,832,7.692%,100.0%
13,8,9,936,69,936,7.372%,100.0%
13,8,10,1040,74,1040,7.115%,100.0%
13,8,11,1144,79,1144,6.906%,100.0%
13,8,12,1248,84,1248,6.731%,100.0%
13,8,13,1352,89,1352,6.583%,100.0%
13,8,14,1456,94,1456,6.456%,100.0%
13,8,15,1560,99,1560,6.346%,100.0%
13,9,2,234,18,234,7.692%,100.0%
13,9,3,351,27,351,7.692%,100.0%
13,9,4,468,36,468,7.692%,100.0%
13,9,5,585,45,585,7.692%,100.0%
13,9,6,702,53,702,7.55%,100.0%
13,9,7,819,61,819,7.448%,100.0%
13,9,8,936,69,936,7.372%,100.0%
13,9,9,1053,75,1053,7.123%,100.0%
13,9,10,1170,81,1170,6.923%,100.0%
13,9,11,1287,87,1287,6.76%,100.0%
13,9,12,1404,93,1404,6.624%,100.0%
13,9,13,1521,99,1521,6.509%,100.0%
13,9,14,1638,105,1638,6.41%,100.0%
13,9,15,1755,111,1755,6.325%,100.0%
13,10,2,260,20,260,7.692%,100.0%
13,10,3,390,30,390,7.692%,100.0%
13,10,4,520,40,520,7.692%,100.0%
13,10,5,650,49,650,7.538%,100.0%
13,10,6,780,58,780,7.436%,100.0%
13,10,7,910,66,910,7.253%,100.0%
13,10,8,1040,74,1040,7.115%,100.0%
13,10,9,1170,81,1170,6.923%,100.0%
13,10,10,1300,88,1300,6.769%,100.0%
13,10,11,1430,95,1430,6.643%,100.0%
13,10,12,1560,102,1560,6.538%,100.0%
13,10,13,1690,109,1690,6.45%,100.0%
13,10,14,1820,116,1820,6.374%,100.0%
13,10,15,1950,123,1950,6.308%,100.0%
13,11,2,286,22,286,7.692%,100.0%
13,11,3,429,33,429,7.692%,100.0%
13,11,4,572,44,572,7.692%,100.0%
13,11,5,715,53,715,7.413%,100.0%
13,11,6,858,62,858,7.226%,100.0%
13,11,7,1001,71,1001,7.093%,100.0%
13,11,8,1144,79,1144,6.906%,100.0%
13,11,9,1287,87,1287,6.76%,100.0%
13,11,10,1430,95,1430,6.643%,100.0%
13,11,11,1573,103,1573,6.548%,100.0%
13,11,12,1716,111,1716,6.469%,100.0%
13,11,13,1859,119,1859,6.401%,100.0%
13,11,14,2002,127,2002,6.344%,100.0%
13,11,15,2145,135,2145,6.294%,100.0%
13,12,2,312,24,312,7.692%,100.0%
13,12,3,468,36,468,7.692%,100.0%
13,12,4,624,48,624,7.692%,100.0%
13,12,5,780,57,780,7.308%,100.0%
13,12,6,936,66,936,7.051%,100.0%
13,12,7,1092,75,1092,6.868%,100.0%
13,12,8,1248,84,1248,6.731%,100.0%
13,12,9,1404,93,1404,6.624%,100.0%
13,12,10,1560,102,1560,6.538%,100.0%
13,12,11,1716,111,1716,6.469%,100.0%
13,12,12,1872,120,1872,6.41%,100.0%
13,12,13,2028,129,2028,6.361%,100.0%
13,12,14,2184,138,2184,6.319%,100.0%
13,12,15,2340,147,2340,6.282%,100.0%
13,13,2,338,25,338,7.396%,100.0%
13,13,3,507,37,507,7.298%,100.0%
13,13,4,676,49,676,7.249%,100.0%
13,13,5,845,59,845,6.982%,100.0%
13,13,6,1014,69,1014,6.805%,100.0%
13,13,7,1183,79,1183,6.678%,100.0%
13,13,8,1352,89,1352,6.583%,100.0%
13,13,9,1521,99,1521,6.509%,100.0%
13,13,10,1690,109,1690,6.45%,100.0%
13,13,11,1859,119,1859,6.401%,100.0%
13,13,12,2028,129,2028,6.361%,100.0%
13,13,13,2197,139,2197,6.327%,100.0%
13,13,14,2366,149,2366,6.298%,100.0%
13,13,15,2535,159,2535,6.272%,100.0%
13,14,2,364,26,364,7.143%,100.0%
13,14,3,546,38,546,6.96%,100.0%
13,14,4,728,50,728,6.868%,100.0%
13,14,5,910,61,910,6.703%,100.0%
13,14,6,1092,72,1092,6.593%,100.0%
13,14,7,1274,83,1274,6.515%,100.0%
13,14,8,1456,94,1456,6.456%,100.0%
13,14,9,1638,105,1638,6.41%,100.0%
13,14,10,1820,116,1820,6.374%,100.0%
13,14,11,2002,127,2002,6.344%,100.0%
13,14,12,2184,138,2184,6.319%,100.0%
13,14,13,2366,149,2366,6.298%,100.0%
13,14,14,2548,160,2548,6.279%,100.0%
13,14,15,2730,171,2730,6.264%,100.0%
13,15,2,390,26,390,6.667%,100.0%
13,15,3,585,39,585,6.667%,100.0%
13,15,4,780,51,780,6.538%,100.0%
13,15,5,975,63,975,6.462%,100.0%
13,15,6,1170,75,1170,6.41%,100.0%
13,15,7,1365,87,1365,6.374%,100.0%
13,15,8,1560,99,1560,6.346%,100.0%
13,15,9,1755,111,1755,6.325%,100.0%
13,15,10,1950,123,1950,6.308%,100.0%
13,15,11,2145,135,2145,6.294%,100.0%
13,15,12,2340,147,2340,6.282%,100.0%
13,15,13,2535,159,2535,6.272%,100.0%
13,15,14,2730,171,2730,6.264%,100.0%
13,15,15,2925,183,2925,6.256%,100.0%
14,2,2,56,4,56,7.143%,100.0%
14,2,3,84,6,84,7.143%,100.0%
14,2,4,112,8,112,7.143%,100.0%
14,2,5,140,10,140,7.143%,100.0%
14,2,6,168,12,168,7.143%,100.0%
14,2,7,196,14,196,7.143%,100.0%
14,2,8,224,16,224,7.143%,100.0%
14,2,9,252,18,252,7.143%,100.0%
